Classification,Clustering,Classifier_Accuracy,Clustering_Accuracy,constant_threshold,correlation_threshold,resampling,feature_selection_k
Kernel SVM (rbf),KMeans,0.34810126582278483,0.3333333333333333,0.8,0.7,True,128
Kernel SVM (rbf),DBScan,0.34810126582278483,0.2911392405063291,0.8,0.7,True,128
Kernel SVM (sigmoid),KMeans,0.44725738396624476,0.3628691983122363,0.8,0.7,True,128
Kernel SVM (sigmoid),DBScan,0.44725738396624476,0.17932489451476794,0.8,0.7,True,128
K Nearest Neighbors,KMeans,0.43037974683544306,0.29324894514767935,0.8,0.7,True,256
K Nearest Neighbors,DBScan,0.43037974683544306,0.05063291139240506,0.8,0.7,True,256
Neural Network,KMeans,0.4029535864978903,0.35232067510548526,0.8,0.7,True,256
Neural Network,DBScan,0.4029535864978903,0.2552742616033756,0.8,0.7,True,256
Random Forest,KMeans,0.5527426160337553,0.34599156118143465,0.8,0.7,True,256
Random Forest,DBScan,0.5527426160337553,0.09071729957805907,0.8,0.7,True,256
Kernel SVM (linear),KMeans,0.4578059071729958,0.37341772151898733,0.8,0.7,True,256
Kernel SVM (linear),DBScan,0.4578059071729958,0.2510548523206751,0.8,0.7,True,256
Kernel SVM (poly),KMeans,0.3924050632911393,0.34388185654008435,0.8,0.7,True,256
Kernel SVM (poly),DBScan,0.3924050632911393,0.2679324894514768,0.8,0.7,True,256
Kernel SVM (rbf),KMeans,0.35654008438818563,0.3417721518987342,0.8,0.7,True,256
Kernel SVM (rbf),DBScan,0.35654008438818563,0.2995780590717299,0.8,0.7,True,256
Kernel SVM (sigmoid),KMeans,0.48523206751054854,0.3691983122362869,0.8,0.7,True,256
Kernel SVM (sigmoid),DBScan,0.48523206751054854,0.17932489451476794,0.8,0.7,True,256
K Nearest Neighbors,KMeans,0.45569620253164556,0.3628691983122363,0.8,0.7,False,16
K Nearest Neighbors,DBScan,0.45569620253164556,0.31645569620253167,0.8,0.7,False,16
Neural Network,KMeans,0.4029535864978903,0.35232067510548526,0.8,0.7,False,16
Neural Network,DBScan,0.4029535864978903,0.3206751054852321,0.8,0.7,False,16
Random Forest,KMeans,0.4873417721518987,0.3628691983122363,0.8,0.7,False,16
Random Forest,DBScan,0.4873417721518987,0.3206751054852321,0.8,0.7,False,16
Kernel SVM (linear),KMeans,0.4831223628691983,0.3628691983122363,0.8,0.7,False,16
Kernel SVM (linear),DBScan,0.4831223628691983,0.3143459915611814,0.8,0.7,False,16
Kernel SVM (poly),KMeans,0.4831223628691983,0.3417721518987342,0.8,0.7,False,16
Kernel SVM (poly),DBScan,0.4831223628691983,0.2742616033755274,0.8,0.7,False,16
Kernel SVM (rbf),KMeans,0.5379746835443038,0.3713080168776371,0.8,0.7,False,16
Kernel SVM (rbf),DBScan,0.5379746835443038,0.3227848101265823,0.8,0.7,False,16
Kernel SVM (sigmoid),KMeans,0.48523206751054854,0.3628691983122363,0.8,0.7,False,16
Kernel SVM (sigmoid),DBScan,0.48523206751054854,0.3227848101265823,0.8,0.7,False,16
K Nearest Neighbors,KMeans,0.41139240506329117,0.32489451476793246,0.8,0.7,False,32
K Nearest Neighbors,DBScan,0.41139240506329117,0.24050632911392408,0.8,0.7,False,32
Neural Network,KMeans,0.4008438818565401,0.3544303797468354,0.8,0.7,False,32
Neural Network,DBScan,0.4008438818565401,0.29535864978902954,0.8,0.7,False,32
Random Forest,KMeans,0.5675105485232067,0.3966244725738397,0.8,0.7,False,32
Random Forest,DBScan,0.5675105485232067,0.26582278481012656,0.8,0.7,False,32
Kernel SVM (linear),KMeans,0.48101265822784817,0.3691983122362869,0.8,0.7,False,32
Kernel SVM (linear),DBScan,0.48101265822784817,0.2257383966244726,0.8,0.7,False,32
Kernel SVM (poly),KMeans,0.43248945147679324,0.30590717299578063,0.8,0.7,False,32
Kernel SVM (poly),DBScan,0.43248945147679324,0.12447257383966244,0.8,0.7,False,32
Kernel SVM (rbf),KMeans,0.5527426160337553,0.37341772151898733,0.8,0.7,False,32
Kernel SVM (rbf),DBScan,0.5527426160337553,0.2552742616033756,0.8,0.7,False,32
Kernel SVM (sigmoid),KMeans,0.4767932489451477,0.3417721518987342,0.8,0.7,False,32
Kernel SVM (sigmoid),DBScan,0.4767932489451477,0.22784810126582278,0.8,0.7,False,32
K Nearest Neighbors,KMeans,0.4746835443037975,0.39029535864978904,0.8,0.7,False,64
K Nearest Neighbors,DBScan,0.4746835443037975,0.2721518987341772,0.8,0.7,False,64
Neural Network,KMeans,0.3966244725738397,0.3565400843881857,0.8,0.7,False,64
Neural Network,DBScan,0.3966244725738397,0.25949367088607594,0.8,0.7,False,64
Random Forest,KMeans,0.5907172995780591,0.43037974683544306,0.8,0.7,False,64
Random Forest,DBScan,0.5907172995780591,0.2046413502109705,0.8,0.7,False,64
Kernel SVM (linear),KMeans,0.5126582278481012,0.4008438818565401,0.8,0.7,False,64
Kernel SVM (linear),DBScan,0.5126582278481012,0.2109704641350211,0.8,0.7,False,64
Kernel SVM (poly),KMeans,0.4261603375527427,0.3037974683544304,0.8,0.7,False,64
Kernel SVM (poly),DBScan,0.4261603375527427,0.15611814345991562,0.8,0.7,False,64
Kernel SVM (rbf),KMeans,0.5970464135021096,0.4514767932489452,0.8,0.7,False,64
Kernel SVM (rbf),DBScan,0.5970464135021096,0.20675105485232068,0.8,0.7,False,64
Kernel SVM (sigmoid),KMeans,0.4620253164556962,0.35654008438818563,0.8,0.7,False,64
Kernel SVM (sigmoid),DBScan,0.4620253164556962,0.21518987341772153,0.8,0.7,False,64
K Nearest Neighbors,KMeans,0.5126582278481012,0.419831223628692,0.8,0.7,False,128
K Nearest Neighbors,DBScan,0.5126582278481012,0.2721518987341772,0.8,0.7,False,128
Neural Network,KMeans,0.4008438818565401,0.34810126582278483,0.8,0.7,False,128
Neural Network,DBScan,0.4008438818565401,0.2552742616033755,0.8,0.7,False,128
Random Forest,KMeans,0.5949367088607594,0.4282700421940928,0.8,0.7,False,128
Random Forest,DBScan,0.5949367088607594,0.1856540084388186,0.8,0.7,False,128
Kernel SVM (linear),KMeans,0.5105485232067511,0.37974683544303794,0.8,0.7,False,128
Kernel SVM (linear),DBScan,0.5105485232067511,0.18354430379746836,0.8,0.7,False,128
Kernel SVM (poly),KMeans,0.4282700421940928,0.31223628691983124,0.8,0.7,False,128
Kernel SVM (poly),DBScan,0.4282700421940928,0.12447257383966244,0.8,0.7,False,128
Kernel SVM (rbf),KMeans,0.580168776371308,0.4029535864978903,0.8,0.7,False,128
Kernel SVM (rbf),DBScan,0.580168776371308,0.189873417721519,0.8,0.7,False,128
Kernel SVM (sigmoid),KMeans,0.49367088607594933,0.3544303797468355,0.8,0.7,False,128
Kernel SVM (sigmoid),DBScan,0.49367088607594933,0.19620253164556964,0.8,0.7,False,128
K Nearest Neighbors,KMeans,0.5126582278481012,0.41561181434599154,0.8,0.7,False,256
K Nearest Neighbors,DBScan,0.5126582278481012,0.2721518987341772,0.8,0.7,False,256
Neural Network,KMeans,0.38185654008438824,0.339662447257384,0.8,0.7,False,256
Neural Network,DBScan,0.38185654008438824,0.2510548523206751,0.8,0.7,False,256
Random Forest,KMeans,0.5822784810126582,0.40717299578059074,0.8,0.7,False,256
Random Forest,DBScan,0.5822784810126582,0.18143459915611815,0.8,0.7,False,256
Kernel SVM (linear),KMeans,0.5126582278481013,0.3924050632911393,0.8,0.7,False,256
Kernel SVM (linear),DBScan,0.5126582278481013,0.1772151898734177,0.8,0.7,False,256
Kernel SVM (poly),KMeans,0.4430379746835443,0.32489451476793246,0.8,0.7,False,256
Kernel SVM (poly),DBScan,0.4430379746835443,0.12447257383966244,0.8,0.7,False,256
Kernel SVM (rbf),KMeans,0.580168776371308,0.4409282700421941,0.8,0.7,False,256
Kernel SVM (rbf),DBScan,0.580168776371308,0.19198312236286919,0.8,0.7,False,256
Kernel SVM (sigmoid),KMeans,0.49789029535864976,0.36497890295358654,0.8,0.7,False,256
Kernel SVM (sigmoid),DBScan,0.49789029535864976,0.1940928270042194,0.8,0.7,False,256
K Nearest Neighbors,KMeans,0.4746835443037975,0.3544303797468355,0.8,0.8,True,16
K Nearest Neighbors,DBScan,0.4746835443037975,0.3227848101265823,0.8,0.8,True,16
Neural Network,KMeans,0.350210970464135,0.3291139240506329,0.8,0.8,True,16
Neural Network,DBScan,0.350210970464135,0.3059071729957806,0.8,0.8,True,16
Random Forest,KMeans,0.5337552742616033,0.37341772151898733,0.8,0.8,True,16
Random Forest,DBScan,0.5337552742616033,0.350210970464135,0.8,0.8,True,16
Kernel SVM (linear),KMeans,0.41561181434599154,0.34810126582278483,0.8,0.8,True,16
Kernel SVM (linear),DBScan,0.41561181434599154,0.3037974683544304,0.8,0.8,True,16
Kernel SVM (poly),KMeans,0.41350210970464135,0.32489451476793246,0.8,0.8,True,16
Kernel SVM (poly),DBScan,0.41350210970464135,0.2805907172995781,0.8,0.8,True,16
Kernel SVM (rbf),KMeans,0.5021097046413502,0.4219409282700422,0.8,0.8,True,16
Kernel SVM (rbf),DBScan,0.5021097046413502,0.3713080168776371,0.8,0.8,True,16
Kernel SVM (sigmoid),KMeans,0.46835443037974683,0.37763713080168776,0.8,0.8,True,16
Kernel SVM (sigmoid),DBScan,0.46835443037974683,0.3206751054852321,0.8,0.8,True,16
K Nearest Neighbors,KMeans,0.45569620253164556,0.3291139240506329,0.8,0.8,True,32
K Nearest Neighbors,DBScan,0.45569620253164556,0.16455696202531644,0.8,0.8,True,32
Neural Network,KMeans,0.4008438818565401,0.3670886075949367,0.8,0.8,True,32
Neural Network,DBScan,0.4008438818565401,0.3016877637130802,0.8,0.8,True,32
Random Forest,KMeans,0.580168776371308,0.4008438818565401,0.8,0.8,True,32
Random Forest,DBScan,0.580168776371308,0.2257383966244726,0.8,0.8,True,32
Kernel SVM (linear),KMeans,0.43881856540084385,0.3544303797468354,0.8,0.8,True,32
Kernel SVM (linear),DBScan,0.43881856540084385,0.24261603375527427,0.8,0.8,True,32
Kernel SVM (poly),KMeans,0.41350210970464135,0.339662447257384,0.8,0.8,True,32
Kernel SVM (poly),DBScan,0.41350210970464135,0.24050632911392408,0.8,0.8,True,32
Kernel SVM (rbf),KMeans,0.5063291139240507,0.4050632911392405,0.8,0.8,True,32
Kernel SVM (rbf),DBScan,0.5063291139240507,0.3227848101265823,0.8,0.8,True,32
Kernel SVM (sigmoid),KMeans,0.43037974683544306,0.36075949367088606,0.8,0.8,True,32
Kernel SVM (sigmoid),DBScan,0.43037974683544306,0.20253164556962025,0.8,0.8,True,32
K Nearest Neighbors,KMeans,0.4050632911392405,0.29535864978902954,0.8,0.8,True,64
K Nearest Neighbors,DBScan,0.4050632911392405,0.10126582278481013,0.8,0.8,True,64
Neural Network,KMeans,0.3544303797468354,0.3291139240506329,0.8,0.8,True,64
Neural Network,DBScan,0.3544303797468354,0.2805907172995781,0.8,0.8,True,64
Random Forest,KMeans,0.5717299578059071,0.40928270042194087,0.8,0.8,True,64
Random Forest,DBScan,0.5717299578059071,0.16244725738396626,0.8,0.8,True,64
Kernel SVM (linear),KMeans,0.4493670886075949,0.3860759493670886,0.8,0.8,True,64
Kernel SVM (linear),DBScan,0.4493670886075949,0.27426160337552746,0.8,0.8,True,64
Kernel SVM (poly),KMeans,0.39029535864978904,0.3080168776371308,0.8,0.8,True,64
Kernel SVM (poly),DBScan,0.39029535864978904,0.20042194092827004,0.8,0.8,True,64
Kernel SVM (rbf),KMeans,0.4915611814345992,0.419831223628692,0.8,0.8,True,64
Kernel SVM (rbf),DBScan,0.4915611814345992,0.29535864978902954,0.8,0.8,True,64
Kernel SVM (sigmoid),KMeans,0.41350210970464135,0.31645569620253167,0.8,0.8,True,64
Kernel SVM (sigmoid),DBScan,0.41350210970464135,0.18143459915611815,0.8,0.8,True,64
K Nearest Neighbors,KMeans,0.4240506329113924,0.31856540084388185,0.8,0.8,True,128
K Nearest Neighbors,DBScan,0.4240506329113924,0.06962025316455696,0.8,0.8,True,128
Neural Network,KMeans,0.39873417721518994,0.35654008438818563,0.8,0.8,True,128
Neural Network,DBScan,0.39873417721518994,0.25738396624472576,0.8,0.8,True,128
Random Forest,KMeans,0.5485232067510548,0.3417721518987342,0.8,0.8,True,128
Random Forest,DBScan,0.5485232067510548,0.08649789029535865,0.8,0.8,True,128
Kernel SVM (linear),KMeans,0.5210970464135021,0.4430379746835443,0.8,0.8,True,128
Kernel SVM (linear),DBScan,0.5210970464135021,0.29535864978902954,0.8,0.8,True,128
Kernel SVM (poly),KMeans,0.3966244725738397,0.3459915611814346,0.8,0.8,True,128
Kernel SVM (poly),DBScan,0.3966244725738397,0.27637130801687765,0.8,0.8,True,128
Kernel SVM (rbf),KMeans,0.34810126582278483,0.3333333333333333,0.8,0.8,True,128
Kernel SVM (rbf),DBScan,0.34810126582278483,0.29957805907172996,0.8,0.8,True,128
Kernel SVM (sigmoid),KMeans,0.4219409282700422,0.33544303797468356,0.8,0.8,True,128
Kernel SVM (sigmoid),DBScan,0.4219409282700422,0.16455696202531644,0.8,0.8,True,128
K Nearest Neighbors,KMeans,0.39873417721518994,0.28902953586497887,0.8,0.8,True,256
K Nearest Neighbors,DBScan,0.39873417721518994,0.0759493670886076,0.8,0.8,True,256
Neural Network,KMeans,0.35021097046413496,0.31223628691983124,0.8,0.8,True,256
Neural Network,DBScan,0.35021097046413496,0.24683544303797467,0.8,0.8,True,256
Random Forest,KMeans,0.5485232067510548,0.33544303797468356,0.8,0.8,True,256
Random Forest,DBScan,0.5485232067510548,0.08649789029535865,0.8,0.8,True,256
Kernel SVM (linear),KMeans,0.5189873417721519,0.43881856540084385,0.8,0.8,True,256
Kernel SVM (linear),DBScan,0.5189873417721519,0.29324894514767935,0.8,0.8,True,256
Kernel SVM (poly),KMeans,0.38396624472573837,0.350210970464135,0.8,0.8,True,256
Kernel SVM (poly),DBScan,0.38396624472573837,0.27848101265822783,0.8,0.8,True,256
Kernel SVM (rbf),KMeans,0.35654008438818563,0.34177215189873417,0.8,0.8,True,256
Kernel SVM (rbf),DBScan,0.35654008438818563,0.30801687763713076,0.8,0.8,True,256
Kernel SVM (sigmoid),KMeans,0.43037974683544306,0.3459915611814346,0.8,0.8,True,256
Kernel SVM (sigmoid),DBScan,0.43037974683544306,0.1729957805907173,0.8,0.8,True,256
K Nearest Neighbors,KMeans,0.5,0.3881856540084388,0.8,0.8,False,16
K Nearest Neighbors,DBScan,0.5,0.34810126582278483,0.8,0.8,False,16
Neural Network,KMeans,0.41561181434599154,0.38396624472573837,0.8,0.8,False,16
Neural Network,DBScan,0.41561181434599154,0.3459915611814346,0.8,0.8,False,16
Random Forest,KMeans,0.5485232067510549,0.39451476793248946,0.8,0.8,False,16
Random Forest,DBScan,0.5485232067510549,0.37763713080168776,0.8,0.8,False,16
Kernel SVM (linear),KMeans,0.5253164556962026,0.39662447257383965,0.8,0.8,False,16
Kernel SVM (linear),DBScan,0.5253164556962026,0.37341772151898733,0.8,0.8,False,16
Kernel SVM (poly),KMeans,0.47257383966244726,0.3713080168776371,0.8,0.8,False,16
Kernel SVM (poly),DBScan,0.47257383966244726,0.30168776371308015,0.8,0.8,False,16
Kernel SVM (rbf),KMeans,0.5527426160337553,0.3924050632911393,0.8,0.8,False,16
Kernel SVM (rbf),DBScan,0.5527426160337553,0.3755274261603376,0.8,0.8,False,16
Kernel SVM (sigmoid),KMeans,0.46835443037974683,0.3417721518987342,0.8,0.8,False,16
Kernel SVM (sigmoid),DBScan,0.46835443037974683,0.3227848101265823,0.8,0.8,False,16
K Nearest Neighbors,KMeans,0.4746835443037975,0.39029535864978904,0.8,0.8,False,32
K Nearest Neighbors,DBScan,0.4746835443037975,0.2848101265822785,0.8,0.8,False,32
Neural Network,KMeans,0.37341772151898733,0.3417721518987342,0.8,0.8,False,32
Neural Network,DBScan,0.37341772151898733,0.2911392405063291,0.8,0.8,False,32
Random Forest,KMeans,0.5928270042194094,0.4409282700421941,0.8,0.8,False,32
Random Forest,DBScan,0.5928270042194094,0.2552742616033755,0.8,0.8,False,32
Kernel SVM (linear),KMeans,0.46413502109704635,0.3333333333333333,0.8,0.8,False,32
Kernel SVM (linear),DBScan,0.46413502109704635,0.22151898734177214,0.8,0.8,False,32
Kernel SVM (poly),KMeans,0.46835443037974683,0.35021097046413496,0.8,0.8,False,32
Kernel SVM (poly),DBScan,0.46835443037974683,0.18354430379746836,0.8,0.8,False,32
Kernel SVM (rbf),KMeans,0.5822784810126582,0.39873417721518983,0.8,0.8,False,32
Kernel SVM (rbf),DBScan,0.5822784810126582,0.2552742616033756,0.8,0.8,False,32
Kernel SVM (sigmoid),KMeans,0.46413502109704646,0.33122362869198313,0.8,0.8,False,32
Kernel SVM (sigmoid),DBScan,0.46413502109704646,0.20675105485232068,0.8,0.8,False,32
K Nearest Neighbors,KMeans,0.4873417721518987,0.39451476793248946,0.8,0.8,False,64
K Nearest Neighbors,DBScan,0.4873417721518987,0.26582278481012656,0.8,0.8,False,64
Neural Network,KMeans,0.37763713080168776,0.339662447257384,0.8,0.8,False,64
Neural Network,DBScan,0.37763713080168776,0.26371308016877637,0.8,0.8,False,64
Random Forest,KMeans,0.6033755274261604,0.4430379746835443,0.8,0.8,False,64
Random Forest,DBScan,0.6033755274261604,0.21940928270042193,0.8,0.8,False,64
Kernel SVM (linear),KMeans,0.5084388185654009,0.3713080168776371,0.8,0.8,False,64
Kernel SVM (linear),DBScan,0.5084388185654009,0.1940928270042194,0.8,0.8,False,64
Kernel SVM (poly),KMeans,0.49789029535864976,0.3670886075949367,0.8,0.8,False,64
Kernel SVM (poly),DBScan,0.49789029535864976,0.1919831223628692,0.8,0.8,False,64
Kernel SVM (rbf),KMeans,0.5738396624472574,0.419831223628692,0.8,0.8,False,64
Kernel SVM (rbf),DBScan,0.5738396624472574,0.20042194092827004,0.8,0.8,False,64
Kernel SVM (sigmoid),KMeans,0.4620253164556962,0.33544303797468356,0.8,0.8,False,64
Kernel SVM (sigmoid),DBScan,0.4620253164556962,0.2109704641350211,0.8,0.8,False,64
K Nearest Neighbors,KMeans,0.5,0.41350210970464135,0.8,0.8,False,128
K Nearest Neighbors,DBScan,0.5,0.25949367088607594,0.8,0.8,False,128
Neural Network,KMeans,0.4261603375527426,0.3755274261603376,0.8,0.8,False,128
Neural Network,DBScan,0.4261603375527426,0.27637130801687765,0.8,0.8,False,128
Random Forest,KMeans,0.5864978902953587,0.41350210970464135,0.8,0.8,False,128
Random Forest,DBScan,0.5864978902953587,0.19831223628691985,0.8,0.8,False,128
Kernel SVM (linear),KMeans,0.5337552742616033,0.4029535864978903,0.8,0.8,False,128
Kernel SVM (linear),DBScan,0.5337552742616033,0.2046413502109705,0.8,0.8,False,128
Kernel SVM (poly),KMeans,0.4746835443037975,0.35021097046413496,0.8,0.8,False,128
Kernel SVM (poly),DBScan,0.4746835443037975,0.1518987341772152,0.8,0.8,False,128
Kernel SVM (rbf),KMeans,0.5970464135021097,0.4345991561181435,0.8,0.8,False,128
Kernel SVM (rbf),DBScan,0.5970464135021097,0.20042194092827004,0.8,0.8,False,128
Kernel SVM (sigmoid),KMeans,0.4789029535864979,0.3544303797468354,0.8,0.8,False,128
Kernel SVM (sigmoid),DBScan,0.4789029535864979,0.19198312236286919,0.8,0.8,False,128
K Nearest Neighbors,KMeans,0.5,0.40717299578059074,0.8,0.8,False,256
K Nearest Neighbors,DBScan,0.5,0.25949367088607594,0.8,0.8,False,256
Neural Network,KMeans,0.42194092827004215,0.38396624472573837,0.8,0.8,False,256
Neural Network,DBScan,0.42194092827004215,0.270042194092827,0.8,0.8,False,256
Random Forest,KMeans,0.5970464135021097,0.4240506329113924,0.8,0.8,False,256
Random Forest,DBScan,0.5970464135021097,0.20042194092827004,0.8,0.8,False,256
Kernel SVM (linear),KMeans,0.5337552742616033,0.3881856540084388,0.8,0.8,False,256
Kernel SVM (linear),DBScan,0.5337552742616033,0.19620253164556964,0.8,0.8,False,256
Kernel SVM (poly),KMeans,0.4746835443037975,0.3291139240506329,0.8,0.8,False,256
Kernel SVM (poly),DBScan,0.4746835443037975,0.14556962025316456,0.8,0.8,False,256
Kernel SVM (rbf),KMeans,0.5949367088607596,0.4177215189873418,0.8,0.8,False,256
Kernel SVM (rbf),DBScan,0.5949367088607596,0.20042194092827004,0.8,0.8,False,256
Kernel SVM (sigmoid),KMeans,0.48523206751054854,0.350210970464135,0.8,0.8,False,256
Kernel SVM (sigmoid),DBScan,0.48523206751054854,0.18143459915611815,0.8,0.8,False,256
K Nearest Neighbors,KMeans,0.48101265822784817,0.34810126582278483,0.8,0.9,True,16
K Nearest Neighbors,DBScan,0.48101265822784817,0.2911392405063291,0.8,0.9,True,16
Neural Network,KMeans,0.36075949367088606,0.33544303797468356,0.8,0.9,True,16
Neural Network,DBScan,0.36075949367088606,0.3164556962025316,0.8,0.9,True,16
Random Forest,KMeans,0.5274261603375527,0.41139240506329117,0.8,0.9,True,16
Random Forest,DBScan,0.5274261603375527,0.34388185654008435,0.8,0.9,True,16
Kernel SVM (linear),KMeans,0.4451476793248945,0.379746835443038,0.8,0.9,True,16
Kernel SVM (linear),DBScan,0.4451476793248945,0.350210970464135,0.8,0.9,True,16
Kernel SVM (poly),KMeans,0.37341772151898733,0.280590717299578,0.8,0.9,True,16
Kernel SVM (poly),DBScan,0.37341772151898733,0.23417721518987342,0.8,0.9,True,16
Kernel SVM (rbf),KMeans,0.4219409282700422,0.35864978902953587,0.8,0.9,True,16
Kernel SVM (rbf),DBScan,0.4219409282700422,0.31856540084388185,0.8,0.9,True,16
Kernel SVM (sigmoid),KMeans,0.46202531645569617,0.3523206751054852,0.8,0.9,True,16
Kernel SVM (sigmoid),DBScan,0.46202531645569617,0.29535864978902954,0.8,0.9,True,16
K Nearest Neighbors,KMeans,0.46835443037974683,0.31645569620253167,0.8,0.9,True,32
K Nearest Neighbors,DBScan,0.46835443037974683,0.13924050632911392,0.8,0.9,True,32
Neural Network,KMeans,0.3924050632911393,0.3628691983122363,0.8,0.9,True,32
Neural Network,DBScan,0.3924050632911393,0.30590717299578063,0.8,0.9,True,32
Random Forest,KMeans,0.5485232067510549,0.36497890295358654,0.8,0.9,True,32
Random Forest,DBScan,0.5485232067510549,0.23417721518987342,0.8,0.9,True,32
Kernel SVM (linear),KMeans,0.37763713080168776,0.3016877637130802,0.8,0.9,True,32
Kernel SVM (linear),DBScan,0.37763713080168776,0.21940928270042193,0.8,0.9,True,32
Kernel SVM (poly),KMeans,0.379746835443038,0.28902953586497887,0.8,0.9,True,32
Kernel SVM (poly),DBScan,0.379746835443038,0.16033755274261605,0.8,0.9,True,32
Kernel SVM (rbf),KMeans,0.4620253164556962,0.39029535864978904,0.8,0.9,True,32
Kernel SVM (rbf),DBScan,0.4620253164556962,0.32489451476793246,0.8,0.9,True,32
Kernel SVM (sigmoid),KMeans,0.47257383966244726,0.3713080168776371,0.8,0.9,True,32
Kernel SVM (sigmoid),DBScan,0.47257383966244726,0.1729957805907173,0.8,0.9,True,32
K Nearest Neighbors,KMeans,0.4050632911392405,0.29324894514767935,0.8,0.9,True,64
K Nearest Neighbors,DBScan,0.4050632911392405,0.08860759493670885,0.8,0.9,True,64
Neural Network,KMeans,0.3670886075949367,0.339662447257384,0.8,0.9,True,64
Neural Network,DBScan,0.3670886075949367,0.2805907172995781,0.8,0.9,True,64
Random Forest,KMeans,0.5822784810126582,0.3881856540084388,0.8,0.9,True,64
Random Forest,DBScan,0.5822784810126582,0.1940928270042194,0.8,0.9,True,64
Kernel SVM (linear),KMeans,0.43037974683544306,0.3628691983122363,0.8,0.9,True,64
Kernel SVM (linear),DBScan,0.43037974683544306,0.27637130801687765,0.8,0.9,True,64
Kernel SVM (poly),KMeans,0.36075949367088606,0.3080168776371308,0.8,0.9,True,64
Kernel SVM (poly),DBScan,0.36075949367088606,0.24683544303797467,0.8,0.9,True,64
Kernel SVM (rbf),KMeans,0.4767932489451477,0.4050632911392405,0.8,0.9,True,64
Kernel SVM (rbf),DBScan,0.4767932489451477,0.2911392405063291,0.8,0.9,True,64
Kernel SVM (sigmoid),KMeans,0.3544303797468354,0.2911392405063291,0.8,0.9,True,64
Kernel SVM (sigmoid),DBScan,0.3544303797468354,0.14345991561181434,0.8,0.9,True,64
K Nearest Neighbors,KMeans,0.34177215189873417,0.229957805907173,0.8,0.9,True,128
K Nearest Neighbors,DBScan,0.34177215189873417,0.06329113924050633,0.8,0.9,True,128
Neural Network,KMeans,0.39451476793248946,0.35232067510548526,0.8,0.9,True,128
Neural Network,DBScan,0.39451476793248946,0.2805907172995781,0.8,0.9,True,128
Random Forest,KMeans,0.5506329113924051,0.33544303797468356,0.8,0.9,True,128
Random Forest,DBScan,0.5506329113924051,0.10548523206751055,0.8,0.9,True,128
Kernel SVM (linear),KMeans,0.4767932489451477,0.40717299578059074,0.8,0.9,True,128
Kernel SVM (linear),DBScan,0.4767932489451477,0.3143459915611814,0.8,0.9,True,128
Kernel SVM (poly),KMeans,0.4219409282700422,0.3649789029535864,0.8,0.9,True,128
Kernel SVM (poly),DBScan,0.4219409282700422,0.29957805907173,0.8,0.9,True,128
Kernel SVM (rbf),KMeans,0.35864978902953587,0.33122362869198313,0.8,0.9,True,128
Kernel SVM (rbf),DBScan,0.35864978902953587,0.29324894514767935,0.8,0.9,True,128
Kernel SVM (sigmoid),KMeans,0.419831223628692,0.3143459915611814,0.8,0.9,True,128
Kernel SVM (sigmoid),DBScan,0.419831223628692,0.16244725738396626,0.8,0.9,True,128
K Nearest Neighbors,KMeans,0.379746835443038,0.26160337552742613,0.8,0.9,True,256
K Nearest Neighbors,DBScan,0.379746835443038,0.06329113924050633,0.8,0.9,True,256
Neural Network,KMeans,0.39451476793248946,0.33544303797468356,0.8,0.9,True,256
Neural Network,DBScan,0.39451476793248946,0.26160337552742613,0.8,0.9,True,256
Random Forest,KMeans,0.5379746835443038,0.339662447257384,0.8,0.9,True,256
Random Forest,DBScan,0.5379746835443038,0.10548523206751055,0.8,0.9,True,256
Kernel SVM (linear),KMeans,0.46835443037974683,0.4050632911392405,0.8,0.9,True,256
Kernel SVM (linear),DBScan,0.46835443037974683,0.2805907172995781,0.8,0.9,True,256
Kernel SVM (poly),KMeans,0.41350210970464135,0.35864978902953587,0.8,0.9,True,256
Kernel SVM (poly),DBScan,0.41350210970464135,0.2848101265822785,0.8,0.9,True,256
Kernel SVM (rbf),KMeans,0.3881856540084388,0.3459915611814346,0.8,0.9,True,256
Kernel SVM (rbf),DBScan,0.3881856540084388,0.2911392405063291,0.8,0.9,True,256
Kernel SVM (sigmoid),KMeans,0.38185654008438824,0.29535864978902954,0.8,0.9,True,256
Kernel SVM (sigmoid),DBScan,0.38185654008438824,0.14767932489451477,0.8,0.9,True,256
K Nearest Neighbors,KMeans,0.4430379746835443,0.34177215189873417,0.8,0.9,False,16
K Nearest Neighbors,DBScan,0.4430379746835443,0.31645569620253167,0.8,0.9,False,16
Neural Network,KMeans,0.40928270042194087,0.3628691983122363,0.8,0.9,False,16
Neural Network,DBScan,0.40928270042194087,0.33544303797468356,0.8,0.9,False,16
Random Forest,KMeans,0.4831223628691983,0.32700421940928265,0.8,0.9,False,16
Random Forest,DBScan,0.4831223628691983,0.29324894514767935,0.8,0.9,False,16
Kernel SVM (linear),KMeans,0.4177215189873418,0.32911392405063294,0.8,0.9,False,16
Kernel SVM (linear),DBScan,0.4177215189873418,0.31856540084388185,0.8,0.9,False,16
Kernel SVM (poly),KMeans,0.4535864978902953,0.3206751054852321,0.8,0.9,False,16
Kernel SVM (poly),DBScan,0.4535864978902953,0.2911392405063291,0.8,0.9,False,16
Kernel SVM (rbf),KMeans,0.5105485232067511,0.35864978902953587,0.8,0.9,False,16
Kernel SVM (rbf),DBScan,0.5105485232067511,0.3270042194092827,0.8,0.9,False,16
